3d,3d,44.4383919935
copying,taking,3.3154448024
folder,w3,3.31540881148
hole,budget,3.31536639362
20richardson,house,3.31528798483
research,interface,3.3152031491
interface,id,3.31514916272
room,shared,3.31511060102
extraordinary,special,3.31510160329
section,cart,3.31498848898
items,w3,3.31487151849
enron,gas,3.31470186768
bill,w3,3.31470184702
confidential,privileged,3.31461958207
disclosure,taking,3.31459258888
n't,said,3.31425065896
mary,kay,3.31417740793
corp,calpine,3.3140540105
calpine,corp,3.3140540105
cpane,sections,3.31403344426
7bit,swerzbin,3.31398459944
distribution,taking,3.31393704002
swerzbin,origin,3.31388433903
origin,swerzbin,3.31388433903
immediately,sender,3.31388048286
bonds,issued,3.31384834811
encoding,swerzbin,3.31375065848
content,swerzbin,3.31348329737
vote,special,3.31347687042
having,problems,3.31341260093
3d23006,research,3.31337532462
planned,issue,3.31334961682
immediately,delete,3.31333162136
transfer,swerzbin,3.31331619668
confidential,communication,3.31321593627
direct,access,3.31312852975
3d23006,law,3.3130462648
online,access,3.31302569856
',cd,3.31283031929
said,delayed,3.31269406796
swerzbin,items,3.31248069323
items,swerzbin,3.31248069323
legislative,session,3.31241256756
lavorato,john,3.3122801724
rid,law,3.31226346233
energycentral,section,3.31223261297
approved,payment,3.31217091426
vote,session,3.31212206944
use,prohibited,3.31205394377
california,northwest,3.31201795285
payment,expense,3.31187398918
management,join,3.31176087487
employee,report,3.31174673558
comments,welcome,3.31164390439
price,cart,3.31156935177
wholesale,retail,3.31154364397
utilities,sell,3.31149608454
purchase,section,3.31137140172
received,delete,3.31128013904
sections,section,3.31119915947
',write,3.31093308376
retail,retail,3.31085467497
emergency,contact,3.31084053568
confidential,law,3.31080968632
nfl,file,3.31079426164
mike,swerzbin,3.31077626618
thank,sincerely,3.31076341228
look,hearing,3.3106078801
contains,information,3.3105191882
law,intended,3.31036237063
young,today,3.31030838425
's,issue,3.30984733186
mailto,look,3.30983150459
research,section,3.30982122147
mmbtu,day,3.30965797695
john,gilbert,3.30960656135
joe,joe,3.30958599511
section,id,3.30956285809
interface,call,3.30935462492
said,commissioner,3.30912068396
send,sue,3.30891245079
n't,did,3.30886033679
regulatory,committee,3.30883661278
energy,calpine,3.30880961959
utilities,bonds,3.30852683381
session,legislature,3.30834559383
distribution,list,3.3082980344
's,people,3.30827330856
id,access,3.30819263243
3d23006,price,3.30811036747
message,taking,3.30790599048
comments,appreciated,3.30785843105
plants,down,3.30775559985
dasovich,mail,3.30752808584
report,approved,3.30708077014
intended,message,3.30705120617
information,3d23006,3.30634167093
review,comment,3.30618742414
',document,3.30524137716
effective,price,3.30518353461
paid,report,3.30474778742
enron,kaztek,3.30471051111
give,job,3.30470665495
session,committee,3.30456911822
committee,session,3.30456911822
help,job,3.3043930198
job,help,3.3043930198
sports,file,3.30431589641
default,price,3.30411923175
units,services,3.30399197815
realize,time,3.30392513787
following,status,3.30389943007
rates,edison,3.30354466245
terms,agreement,3.3035253816
review,advise,3.30350352997
use,tickets,3.30323873965
energycentral,price,3.30305492889
7bit,bill,3.30281456097
july,contract,3.30277728466
more,details,3.30274257914
bill,origin,3.30229012188
exmerge,bill,3.30229012188
bill,filename,3.30229012188
encoding,bill,3.30159086976
folder,bill,3.30159086976
more,rid,3.3015857282
information,default,3.3015214587
n't,week,3.30023582133
content,bill,3.30019236552
wants,state,3.30015894538
company,cell,3.29999698625
time,day,3.29934727964
gas,transmission,3.29932986888
transfer,bill,3.29931830037
proposed,agreement,3.29926045782
amounts,some,3.29907536167
andy,mail,3.29886455772
7bit,mike,3.2988542746
york,state,3.29859076967
mike,filename,3.29817944489
mike,origin,3.29817944489
agreed,agreement,3.29773727076
said,earlier,3.29768585516
know,monique,3.29750847135
more,cfm,3.29734394144
encoding,mike,3.29727967194
more,energycentral,3.29695832446
some,some,3.29653274384
said,bond,3.29625650156
importance,review,3.29604826839
join,october,3.29603798527
use,use,3.29589273621
content,mike,3.29548012604
scheduled,october,3.2951022214
bill,items,3.29494797461
attorney,some,3.29480658172
transfer,mike,3.29435540986
file,online,3.29395051203
monday,morning,3.29356489505
unit,business,3.29348134471
day,real,3.29328596544
enron,assignment,3.29279623187
plan,office,3.29251087531
's,price,3.29251083292
joe,john,3.29189388815
friday,monday,3.29172678745
's,tough,3.29032057087
mike,items,3.28873182892
let,thoughts,3.28854673277
agreed,some,3.28721763959
's,session,3.28623698238
number,number,3.28614048283
bill,contracts,3.28585769704
power,federal,3.28585769704
agreement,america,3.28555177424
're,going,3.28540523979
want,'s,3.28494946958
week,oct,3.28380107316
agreement,north,3.28372394976
amounts,enron,3.28271491867
pipeline,october,3.28246940919
gas,committee,3.27981764977
appreciate,time,3.27979579814
take,off,3.27919423566
power,against,3.27861838097
's,under,3.27836686588
energy,corp,3.27754893655
going,right,3.27689081691
questions,kim,3.27666458828
id,need,3.27646663823
leave,enron,3.27629953754
's,undercollection,3.27552444741
bill,john,3.27117340251
morning,back,3.27068238356
some,provide,3.2696682109
some,people,3.2696682109
california,report,3.26911677862
report,california,3.26911677862
following,last,3.26880828504
said,bill,3.26802676797
power,customers,3.26730694961
enron,units,3.26713470736
october,available,3.26609354151
energy,monday,3.26582618041
copy,mail,3.26507679808
bill,state,3.26330681615
order,'s,3.26262663289
then,back,3.26169365179
some,way,3.26160495989
meeting,jim,3.26069490382
week,texas,3.25918328526
through,week,3.25762025111
's,policy,3.25744029652
enron,agreement,3.25614224762
contracts,day,3.25531683236
's,still,3.2547565164
',energy,3.25254039012
's,record,3.25250825537
need,sure,3.25246969367
next,jeff,3.25244270048
energy,report,3.25214963158
state,report,3.25193754224
still,need,3.25149022655
market,power,3.25056603119
texas,october,3.2478461461
's,according,3.24757621422
's,agreement,3.24714265285
texas,some,3.2469013845
review,agreement,3.24594891057
's,cut,3.2459322005
week,'ll,3.24589749497
information,enron,3.24473519371
value,'s,3.24428818678
's,office,3.24373835331
need,send,3.24316475598
work,business,3.24292181729
work,said,3.24265574157
',power,3.2424218006
meeting,next,3.24071994434
company,power,3.24061197159
business,year,3.23758102214
call,number,3.23665297061
meeting,houston,3.23639203645
information,information,3.23628791987
comments,call,3.23613367308
's,market,3.23429421352
order,file,3.23370171533
like,well,3.23047153045
friday,'s,3.22957214362
's,san,3.22949206332
time,morning,3.2289971882
's,future,3.2278480496
's,big,3.22456002217
need,thank,3.22357541348
bond,'s,3.22291600845
john,did,3.22037479256
canada,'s,3.21962798102
know,right,3.21930534814
jeff,power,3.2175366516
comments,file,3.2162101292
week,meeting,3.215418329
want,need,3.21280127511
's,october,3.21121387044
next,october,3.20994770947
's,start,3.20976389871
trading,enron,3.20939627719
work,call,3.20913020148
's,sold,3.20811988499
like,next,3.2043794003
know,plan,3.20018902914
's,ferc,3.19825580269
public,'s,3.19825580269
thank,time,3.19597809173
questions,need,3.18537619561
work,time,3.18518338712
need,mark,3.18439672849
think,n't,3.18263060272
time,want,3.182008474
's,'ll,3.17920339806
through,enron,3.17823585456
's,services,3.17762937476
day,call,3.1758951595
general,'s,3.17359559692
like,week,3.16696427028
think,time,3.16549892577
time,houston,3.16359397789
'ngi,'if,3.16223721632
font,wingdings,3.16219677247
terror,terrorterror,3.16219272808
rbs,acknowledgement,3.16218598744
hewlett,packard,3.16214284734
aruba,sply,3.16214015108
crandall,crandell,3.16212936605
hitchcock,3640a,3.16211588477
soul,young,3.16210240349
spirit,young,3.16210240349
aol,sm,3.1620983591
sm,aol,3.1620983591
regulations,ppt,3.16209566284
fx,netmatch,3.16209431472
regioncode,lkpcalendar,3.1620889222
williamson,joannie,3.16208487782
mvc,jpg,3.16207813718
dorie,3640a,3.16206195964
lkp,avg,3.16206061151
ppt,eminger,3.16205926338
explorer,hmtag,3.16205521899
explorer,itl,3.16205521899
explorer,bql,3.16205521899
stanf,index,3.16204308584
lkpcalendar,yearnum,3.16204173771
student,spending,3.16204038958
definitions,yearnum,3.16203499707
daniel,jeremey,3.16203499707
inman,daniel,3.16203499707
yearnum,definitions,3.16203499707
young,celebrate,3.16203230081
young,giant,3.16203230081
dorie,hitchcock,3.16201881953
rebook,rebook,3.16201342702
deficit,fiscal,3.16200264199
mod,datetimevalue,3.16200264199
university,eighteen,3.16200129386
ng,buys,3.16199724948
related,partnerships,3.16199455322
daniel,meigs,3.16198646445
txu,ppt,3.16195006498
zachary,daniel,3.16193793183
related,corporations,3.16193793183
dbo,daynum,3.16192175429
dbo,monthname,3.16192175429
nw,rbs,3.16191096926
rbs,rbs,3.16188805108
sean,crandell,3.16187322167
job,guideline,3.16186648103
mod,scenario,3.1618651329
education,spending,3.16186243664
extensive,tissue,3.16186243664
pwr,ng,3.16185704413
crandall,sean,3.16183277782
ue,commodity,3.16182468905
3640a,telephone,3.16180581525
communications,pdf,3.161803119
flavor,eas,3.16179637835
eas,flavor,3.16179637835
fortune,rank,3.16179233397
repay,fund,3.16178828958
subpoena,related,3.16176806766
worldwide,region,3.16176806766
sincerely,carole,3.16175997889
friend,caballote,3.16175863076
explorer,en,3.16174380135
distribution,strictly,3.16172492755
cpane,publisher,3.16171683878
hitchcock,telephone,3.16171144627
essentials,sheet,3.16169796499
offset,minimum,3.16169526873
minimum,offset,3.16169526873
hempling,law,3.16169122435
cig,index,3.16169122435
haircut,sue,3.1616844837
flavor,flavor,3.16168313558
forecaster,denverpost,3.16166291365
airport,object,3.16165752114
produce,related,3.16165482488
event,3640a,3.16164403985
wtc,change,3.16163055857
change,wingdings,3.16163055857
mcconnell,transwestern,3.16163055857
accomplishments,job,3.16161977354
related,professional,3.16159820349
robertson,transwestern,3.16159011472
offset,spread,3.16158741846
morgan,stanley,3.16157393718
link,jhtml,3.1615698928
suite,3640a,3.16156315215
sincere,friend,3.161551019
000mmbtu,fixed,3.16154427836
reservation,confirmed,3.1615415821
box,flavor,3.1615415821
object,map,3.16153349333
dorie,telephone,3.1615227083
hitchcock,event,3.16151731579
forecaster,ca,3.16150922702
bundled,january,3.16150383451
package,map,3.16150113825
holden,holden,3.16150113825
manager,3640a,3.16149574574
determination,period,3.16147552381
souad,central,3.16145530189
neubauer,dave,3.16144721312
pricing,ue,3.16143642809
hitchcock,suite,3.16142025055
definitions,scenario,3.16140407301
southwest,epmi,3.16138385109
energycentral,publisher,3.16138385109
target,sue,3.1613609329
load,datetimevalue,3.16135554039
hitchcock,manager,3.16133936285
sense,seems,3.16130700777
audrey,transwestern,3.16130700777
na,na,3.16129487462
october,know,3.16127873086
3640a,cell,3.16123960135
participation,sheet,3.16123420884
drops,sheet,3.16123420884
effective,cd,3.16123420884
angelides,deficit,3.16122342381
kitchen,americas,3.16122342381
think,let,3.16121600653
fiscal,sold,3.16120994253
pacific,electric,3.16117623932
meter,effective,3.16117623932
exmerge,crandell,3.16117219494
origin,crandell,3.16117219494
crandell,filename,3.16117219494
jung,ceo,3.16114523237
complaint,against,3.16114523237
dorie,suite,3.16113444734
folder,crandell,3.1611182698
rbs,settlement,3.16110883291
crandall,filename,3.16106164842
exmerge,crandall,3.16106164842
crandall,origin,3.16106164842
dorie,manager,3.16102659708
young,remember,3.16101581205
risks,associated,3.16101581205
section,interface,3.1610131158
sheet,haircut,3.16100233077
encoding,crandall,3.16100233077
folder,crandall,3.16100233077
cut,spending,3.16100233077
repay,general,3.16098750136
error,notify,3.16098345697
old,young,3.16094570938
contains,confidential,3.16094570938
sp,gisb,3.16094436125
forest,products,3.16094031687
ppt,randy,3.16093087997
concerning,money,3.16091874681
committees,session,3.16090661366
evp,evp,3.16089717676
january,steven,3.16089582863
university,percent,3.16089582863
load,scenario,3.1608944805
louisiana,resources,3.1608944805
content,crandall,3.16088369548
employee,approved,3.16088234735
young,never,3.16087560671
chairman,avon,3.16086212542
cover,sp,3.1608513404
budget,fiscal,3.16083785911
fiscal,bonds,3.16082168157
transfer,crandall,3.16080954842
california,eighteen,3.16076775644
invited,join,3.16073540136
vote,lynch,3.16073135697
louisiana,co,3.16072461633
federal,regulators,3.16071922382
purchase,cart,3.16071517943
mcconnell,pipeline,3.16070304628
louise,americas,3.16069630564
central,transport,3.16063294361
chair,policy,3.16062755109
smith,3640a,3.16061946232
mcconnell,cell,3.16061676607
forget,friend,3.16061676607
items,crandell,3.16060598104
robertson,pipeline,3.16060463291
px,summary,3.16059519601
consider,young,3.16059519601
university,save,3.16056418906
drop,university,3.16056418906
taylor,liz,3.16053048585
pass,along,3.16048464949
crandall,items,3.16043881313
connection,five,3.16043207249
completes,said,3.16040376179
page,sp,3.16038623612
plants,located,3.16035522917
essential,sheet,3.16030669655
hitchcock,smith,3.16028782275
young,party,3.16027973398
budget,deficit,3.16023794201
customers,bundled,3.16022041634
deficit,bonds,3.16021502382
load,region,3.16020289067
cap,regular,3.16013952864
box,regular,3.16013952864
job,outline,3.16013952864
outline,job,3.16013952864
sue,asap,3.16006672971
event,telephone,3.16005998907
britain,chairman,3.16005324842
1st,index,3.16004920404
miller,tracy,3.15996562008
using,sap,3.15994000564
cfm,online,3.15991843559
audrey,pipeline,3.15991573933
energycentral,online,3.1598712511
floating,price,3.15976609709
bond,fund,3.15974183078
000mmbtu,under,3.15973239388
daniel,suite,3.15970543132
lynch,earlier,3.15963398051
dorie,smith,3.15962454362
southwest,term,3.1596191511
chair,manager,3.1596191511
francisco,ca,3.15958814415
law,passed,3.15958005538
index,curves,3.15958005538
file,mvc,3.15955983346
confidential,individual,3.15954365592
manager,telephone,3.15954095966
committee,invited,3.15936839923
know,'ll,3.15934962035
index,maria,3.15934548105
treasurer,sold,3.15934143667
individual,intended,3.1593333479
intended,individual,3.1593333479
sections,online,3.1593050372
beat,said,3.15927942276
mcconnell,office,3.15925785271
intended,distribution,3.15918235752
transwestern,cell,3.15916348373
box,sale,3.15912303988
sale,box,3.15912303988
intended,delete,3.15910686234
agreement,merita,3.15908259603
3640a,houston,3.15902867089
student,state,3.15898822704
sean,origin,3.15896126448
exmerge,sean,3.15896126448
sean,filename,3.15896126448
session,effect,3.15892621314
event,suite,3.1589194725
haircut,review,3.15883723667
idea,job,3.15882375539
look,seeing,3.15881701475
encoding,sean,3.15879948908
folder,sean,3.15879948908
communication,communication,3.15877117838
angelides,bond,3.15874286769
fiscal,year,3.1586862463
kim,ward,3.15868085379
mcconnell,company,3.15865389122
telephone,cell,3.15864445432
event,manager,3.15860266234
unit,detail,3.15859726983
remember,friend,3.15854064844
cpane,law,3.1585244709
filed,federal,3.15851907839
products,production,3.15851638213
november,november,3.15849076769
content,sean,3.15847593828
robertson,company,3.15842740566
id,online,3.15840853186
hitchcock,houston,3.15837887304
treasurer,budget,3.15831820726
real,value,3.15830337785
treasurer,bonds,3.15827371903
received,notify,3.15827371903
transfer,sean,3.15827371903
mara,review,3.15821170513
zufferli,origin,3.15818743882
filename,zufferli,3.15818743882
thank,carole,3.15817935005
dealings,business,3.15816991315
never,friend,3.15812542491
encoding,zufferli,3.15798791582
load,load,3.15789759123
price,caps,3.15781265914
reuters,state,3.15775468962
job,development,3.15767245379
ceo,vp,3.15760639551
payment,changed,3.15760639551
content,zufferli,3.15758886984
sign,agreements,3.15753224845
sheet,asap,3.15752415968
different,sheet,3.15752415968
transfer,zufferli,3.1573394661
volume,management,3.15729228161
sean,items,3.15726262278
page,job,3.15726127465
central,central,3.15726127465
','',3.15719252011
deficit,year,3.15718982385
budget,cut,3.15711837305
event,tickets,3.15708197359
negotiated,contracts,3.15705770728
target,review,3.15696064204
cfm,access,3.15688514685
research,energycentral,3.15684605113
audrey,company,3.15684200674
outline,help,3.15680965166
energycentral,access,3.15677729658
suite,cell,3.15677594846
market,conditions,3.15676651156
angelides,budget,3.15675842279
co,co,3.15675572653
transwestern,office,3.15661552118
state,buying,3.1565211522
questions,carole,3.15649688589
actions,sheet,3.15648070835
sheet,actions,3.15648070835
smith,telephone,3.15647396771
mike,palo,3.15637959873
ceo,anne,3.15633241423
3d,attachments,3.15630814792
said,spokesman,3.15628118536
immediately,return,3.15627444472
jr,steve,3.15627174846
charge,prices,3.15624208964
online,order,3.15623804525
file,nfl,3.15616255007
budget,problems,3.15615850568
zufferli,items,3.15609244739
prohibited,3d,3.15608705488
central,desk,3.1559455014
research,sections,3.15556802547
sections,access,3.15548309339
comment,commission,3.15548309339
brent,mark,3.15536176184
deficit,state,3.15528761478
message,individual,3.15528491852
changed,system,3.15499776719
bill,sue,3.15494384206
contracts,administration,3.154922272
andy,steve,3.15481576986
california,percent,3.15472814152
pipeline,cell,3.15469983083
john,kent,3.15456636612
event,smith,3.15448413029
state,face,3.1544652565
sign,return,3.15440459072
today,vote,3.15437897629
gas,essential,3.15437088752
day,processing,3.15424011907
copy,communication,3.15409586934
ceo,canada,3.15392600517
entities,business,3.15368873458
'',said,3.15365772763
delay,state,3.15364289822
questions,sincerely,3.15360649875
information,let,3.15338026953
then,sue,3.15338001319
more,detailed,3.15338001319
spending,state,3.15323171908
state,average,3.15323171908
steve,laura,3.15299579662
minutes,then,3.15293513084
california,save,3.15291625705
drop,california,3.15291625705
dpo,file,3.15276526667
amendment,agreement,3.15269246774
enron,3640a,3.15266550518
manager,smith,3.15266011267
payment,days,3.1526237132
message,intended,3.15223680037
business,respond,3.15219500839
bob,steve,3.15208581
state,percent,3.15199818166
status,system,3.1516004838
state,consumers,3.15117582337
women,business,3.15107471375
donna,john,3.15106123247
southwest,time,3.15095607846
hitchcock,enron,3.15074307418
jr,john,3.1507107191
calgary,time,3.15029010306
ca,ca,3.15011080199
officials,energy,3.1499827298
california,university,3.14989644959
day,fixed,3.14985600574
generators,price,3.14971984478
steve,importance,3.14971984478
then,points,3.14959851323
jeff,brown,3.14958233569
state,drop,3.14953110681
invited,october,3.14951897366
work,angelides,3.14944078221
more,3d23006,3.1493356282
enron,present,3.14882064318
gas,storage,3.14878963623
pipeline,office,3.14849978864
access,order,3.14847282607
copy,law,3.14832048757
francisco,time,3.14829217688
approved,review,3.14820320041
power,says,3.14804142501
hour,last,3.14790121966
bill,special,3.1477933694
settlement,edison,3.14770169667
starting,october,3.14755609881
mark,tim,3.14735387956
fortune,business,3.14734039828
order,law,3.14726490309
dates,october,3.1470653801
sept,state,3.14706403197
event,houston,3.14700741058
n't,wait,3.14692517475
dorie,enron,3.14689821218
review,application,3.14663937155
contracts,executed,3.14566871915
university,state,3.14541931541
vice,houston,3.14538291594
torch,file,3.14529124322
friend,chris,3.14514968974
paso,energy,3.14506475766
said,angelides,3.14503779509
paid,review,3.14476277691
's,make,3.14457488549
date,session,3.14430171702
kim,kim,3.14413724537
steve,high,3.14407792772
file,na,3.14393232986
price,transaction,3.14385953093
trading,trading,3.14382313146
database,let,3.143786732
list,add,3.14374628815
week,angelides,3.14342543361
online,call,3.14321512559
asap,gas,3.14320838495
gas,daily,3.14274328067
vacation,october,3.14215819298
electric,power,3.14187238977
week,actions,3.14178610956
sue,need,3.14173218443
time,going,3.14136958604
know,entities,3.1413169609
entities,know,3.1413169609
asap,need,3.14121854753
sheet,take,3.14117675555
copy,message,3.1409408331
some,talking,3.14038944861
process,deal,3.13991625557
explorer,file,3.13985558979
off,'d,3.13984480476
day,july,3.1392610652
event,october,3.13921388071
asp,file,3.13917613311
business,products,3.13912490424
's,north,3.13907130885
legislature,week,3.13891729247
state,bond,3.13884044916
state,non,3.13842927002
link,enron,3.13824727269
services,issue,3.13823244328
did,room,3.13820548072
mail,ken,3.13819874007
least,power,3.1380760604
index,price,3.13799921708
mid,time,3.13763657056
gas,call,3.13746714222
commission,order,3.1374289588
good,friend,3.13726044276
price,know,3.13675760698
print,file,3.1364583064
lsu,'s,3.13641381817
office,office,3.13585434491
providing,enron,3.1353636262
year,bonds,3.13534205614
bond,power,3.13522881336
msn,file,3.13509939304
did,show,3.13509939304
quick,time,3.13497266898
energy,marketing,3.13481898235
file,daily,3.13374047969
john,origin,3.13353556418
john,filename,3.13353556418
enron,amendment,3.1334411952
amendment,enron,3.1334411952
regulators,'s,3.1329653059
friday,friday,3.13234786312
sheet,back,3.13224944975
encoding,john,3.13213351072
's,cancelled,3.13124104976
email,system,3.13121678345
give,number,3.13072067223
company,office,3.13056968186
need,enron,3.12978718888
found,file,3.12966373962
content,john,3.12932940379
power,utilities,3.12905977813
state,utility,3.12897214979
report,following,3.12891148401
then,send,3.12891148401
enron,telephone,3.1286351177
enron,online,3.1286351177
sale,said,3.12854748936
message,email,3.12785185514
transfer,john,3.12757683696
n't,heard,3.12684884767
's,jhtml,3.12606828136
year,prices,3.12606423698
agreement,trading,3.12489540972
services,number,3.12449231935
time,given,3.12431706266
's,lines,3.1226197691
nerc,'s,3.1226197691
against,power,3.12241620172
year,plan,3.12217353862
executive,enron,3.12190660921
assistant,enron,3.12190660921
add,gas,3.12181358836
price,market,3.12153452579
email,list,3.12138083916
agreement,order,3.12138083916
n't,show,3.12094404558
job,let,3.12050185949
john,items,3.11881400282
call,need,3.11877243111
next,know,3.11851021157
jeff,friday,3.11828688465
date,business,3.11821273759
let,week,3.11811945303
kitchen,enron,3.11806174721
like,call,3.11773383605
's,prices,3.11769913052
need,add,3.11759125043
prices,going,3.11725556647
through,year,3.1170857023
comments,jeff,3.11651544402
've,power,3.11624716648
thank,services,3.11565938253
's,crisis,3.11399848843
john,morning,3.1139068157
some,issue,3.11352664351
year,enron,3.11316556025
notice,enron,3.11133323872
next,jim,3.11063895263
change,call,3.10999185103
work,today,3.10953483553
commission,said,3.10830938688
message,week,3.10777013555
non,enron,3.10652716123
next,'s,3.10522430302
want,make,3.10425960938
's,determine,3.10365295163
index,file,3.10316492917
need,kim,3.10269578051
mail,message,3.10185320031
edison,want,3.10168738052
power,order,3.10153639015
sure,'s,3.10125899335
call,session,3.10073290567
down,state,3.10060078909
back,'ll,3.09907875221
mike,mark,3.09857859659
time,change,3.09834402227
said,deal,3.09819033564
deal,said,3.09819033564
still,'s,3.09797096591
enron,marketing,3.09787622174
off,state,3.09648899768
mark,services,3.09603063405
louise,enron,3.09595379074
did,deal,3.09588503619
',state,3.09484428112
send,mail,3.09412977311
jeff,review,3.093781956
october,office,3.09357704049
seems,'s,3.09330741483
power,market,3.09299464905
make,meeting,3.09139711698
down,power,3.09109648437
october,friday,3.08916057208
want,john,3.08796882664
meeting,jeff,3.08581047319
like,friday,3.08534402078
need,following,3.08523212613
off,october,3.08376266625
tomorrow,let,3.08215030477
day,know,3.08114649715
talked,'s,3.07951336576
's,decision,3.07951336576
's,proposal,3.07951336576
said,california,3.07832701283
questions,information,3.07195306209
week,next,3.06883618939
let,like,3.06653418445
corp,enron,3.06615611027
price,gas,3.06600107551
said,meeting,3.06520972418
like,today,3.06469069477
's,bond,3.06399506056
's,proposed,3.06399506056
mark,day,3.06363511029
give,let,3.05818058307
need,make,3.05800937077
's,purchase,3.05709803602
meeting,'s,3.05642958076
off,time,3.055721597
john,'s,3.05485555746
week,know,3.05247201864
n't,'m,3.0518578612
today,n't,3.05067690079
business,more,3.05024819598
unit,'s,3.05020101149
review,october,3.04843091899
october,houston,3.04401445058
let,mike,3.04242905167
working,enron,3.04212572279
more,more,3.0409461105
work,n't,3.04004825704
good,need,3.03849116882
next,call,3.03809886347
good,like,3.03784137096
time,thank,3.03574233515
'm,file,3.03521926136
's,cell,3.02950993788
meeting,need,3.02924570473
some,questions,3.0289585534
like,meeting,3.02854737426
some,business,3.02448141922
more,gas,3.02274637806
like,day,3.02235137645
time,edison,3.02109087647
price,let,3.02051387754
help,know,3.02010943904
send,enron,3.01809533532
know,gas,3.0168461514
n't,last,3.01583856849
let,jeff,3.01229568724
time,review,3.00777136857
deal,know,3.00643941778
review,file,3.00464371085
report,enron,3.00367710283
's,email,3.00097415657
company,enron,3.00079345634
degrees,blonde,2.9999644737
nguyen,almrud,2.99996021054
spr,mtm,2.99995310528
interco,terminal,2.99993605266
interviewer,greeter,2.9999317895
greeter,interviewer,2.9999317895
lauderdale,boat,2.99992184214
terminal,duration,2.99988489479
enronredline,enronredline,2.99988489479
enronfinal,enronfinal,2.99988489479
multi,pdf,2.99987494742
jenkins,larkworthy,2.99987210532
giron,gustavo,2.99987210532
bush,terminal,2.99987210532
lkp,lkpzone,2.99986926321
orifice,meter,2.99986500006
terminal,aircraft,2.99985931585
np,np,2.9998578948
att,att,2.9998578948
mccall,ppt,2.99984652638
tamara,jae,2.99983373691
extension,wrapped,2.99982947376
rt,cadatetime,2.99981810534
gdl,souad,2.99981526324
mcvicker,maureen,2.99980815798
larkworthy,carrie,2.99980815798
sply,prc,2.99980389482
holmes,bradley,2.99980105272
map,sfo,2.99979536851
jenkins,carrie,2.9997868422
ole,obj,2.99975273695
terminal,confirmed,2.99973142117
swlf,amount,2.99971010539
lt,ng,2.99970442118
contains,protected,2.99970300013
terminal,stop,2.99969305276
ft,souad,2.99968736855
oakland,airport,2.99968736855
thoreau,amended,2.9996859475
amended,thoreau,2.9996859475
peakoroffpeak,peakoroffpeak,2.99968026329
myoplex,flavor,2.99967173698
exe,vp,2.99967173698
terminal,reservation,2.99966747382
server,unable,2.99965894751
gon,na,2.99965468436
09friday,tickets,2.9996504212
neither,nor,2.99964189489
offset,offset,2.99963621068
jr,schroeder,2.99962484226
okay,jurisdiction,2.99962200016
datetimevalue,datevalue,2.99960778964
strictly,prohibited,2.99960210543
studies,tissue,2.99960210543
mm,mm,2.99958931596
attachments,protected,2.99957794755
jason,larkworthy,2.99956515808
oakland,ole,2.9995466844
daniel,larkworthy,2.99953957914
fund,purchases,2.99953105283
transport,aruba,2.99951684231
guests,race,2.99948842127
tycholiz,barry,2.99947421075
peter,keohane,2.99946284233
conditions,cited,2.9994429476
intended,hereby,2.9994429476
angelides,warned,2.99941168446
dow,jones,2.99940315815
variety,reasons,2.99940315815
mtm,epmi,2.99939036868
corman,shelley,2.99936336869
mills,starting,2.99936052659
auctions,live,2.99935200027
non,compete,2.99934063186
barbie,barbie,2.99931221082
stop,confirmed,2.99928378978
minutes,mud,2.99928378978
matters,essential,2.99927526346
jason,carrie,2.99927526346
spread,offset,2.99927242136
mesa,deal,2.99927100031
attachments,contains,2.99927100031
assumes,sheet,2.99926673715
sue,mara,2.99926105294
continues,sue,2.99926105294
terminal,non,2.99925821084
refco,llc,2.99924968453
de,por,2.99924968453
object,object,2.99924826347
daniel,carrie,2.9992326319
calling,card,2.99921700033
map,map,2.99918147403
live,live,2.99918147403
co,terminal,2.99918147403
shared,calendar,2.99916300035
auctions,tax,2.99910900038
rooms,live,2.99907915828
network,pdf,2.99906210566
cart,online,2.9990550004
object,ole,2.99905215829
myoplex,regular,2.99904647409
regular,myoplex,2.99904647409
cap,cap,2.99903936883
east,amended,2.99898536885
amended,east,2.99898536885
intended,notified,2.99896547412
miller,amy,2.99895552676
consumer,groups,2.99890010573
live,tax,2.99887452679
lkpcalendar,datevalue,2.99885605311
family,friends,2.99885463206
na,amendment,2.99884894785
definitions,datevalue,2.99882336892
international,women,2.99880631629
measurement,measurement,2.99880489524
general,purchases,2.99876368473
process,revising,2.99875942157
davidson,debra,2.99874663211
map,hotel,2.99873810579
hotel,map,2.99873810579
vp,ppt,2.99873384264
prohibited,error,2.99872673738
running,books,2.99872673738
whalley,greg,2.99872531633
download,software,2.99872531633
application,rehearing,2.99872105317
extension,extension,2.99872105317
commissioner,brown,2.99871679001
enw,budgets,2.99868694792
sign,veto,2.99863579005
greg,piper,2.99862726374
sale,myoplex,2.99859315849
book,cd,2.99859315849
igor,mail,2.99856331639
gaye,mail,2.99856331639
mail,wittenberg,2.99856331639
faitell,mail,2.99856331639
epmi,ng,2.99855905324
law,topics,2.99851642168
contains,intended,2.99848800064
09friday,october,2.99844821118
greg,pickering,2.99843115856
operating,officer,2.99841126383
use,periodically,2.99837573753
tickets,entertainment,2.99836863227
basis,entertainment,2.99836863227
entertainment,customer,2.99836863227
broncos,stories,2.99831179018
stories,broncos,2.99831179018
chief,operating,2.99828905335
